question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,subdomain,age_group,pedagogical_subdomain,year,secondary_category,question_id_original,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-preview-09-2025,Latency_gemini-2.5-flash-preview-09-2025,TokensUsed_gemini-2.5-flash-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-preview-09-2025,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium
23,Pedagogy Benchmark Luganda,"Omusomesa ategekera ekibiina ky'abayizi abali mu mwaka ogwokusatu mu siniya, ng'ekigendererwa kyabwe kiri ""Okutegeera empewozeso eya sentripeta n'amaanyi ga sentripeta ng'ebireetera ekintu okutambula mu ngeri ey'omuzingo ogwa kyenkanyi"". Mu kumanya okukulembedde kuno okukwata ku 
buwuka kuki abayizi kwe bateekwa okuba nga bamanyi okusobola okutegeera amaanyi ga sentripeta bwe gakola ku ntambula y'omubiri mu ntambula ey'omuzingo ogwa kyenkanyi?",Okuggyako vekita,Okugataganya enzala yobuwuka,Omugatte gwa 'dot' wakati wobuwuka,Okutondeesa obuwuka nga tukozesa ebipimo bya Katisiyaani,,,,A,Science,Student understanding,Secondary,,,,112,C,1.3165001000015764,1716,3,0,B,0.496121199998015,1715,2,0,D,4.991789799998514,1857,339,320,B,5.174783700000262,2391,584,634,B,6.747310999999172,2046,240,,C,2.769039500002691,1939.0,4.0,0.0,A,5.325168200004555,2680,1,974,B,0.9251100000037696,1706,1,,A,16.395263999991585,2811,1.0,1105,A,3.900926799979061,1621,103,93
24,Pedagogy Benchmark Luganda,Biteeso byabayizzi ki wammanga ebi bayamba okuyiga omusingi gwa Archimedes?,okulowooza nti puleesa y'omubbanga tekosa puleesa eretebwa amazzi,Okulowooza nti obuwanvu bwa mazzi ekintu mwe kigudde buki kaka okunyigibwa amazzi,Okulowooza nti puleesa enyiga omubiri ogubbide mu mazzi ku sinziira ku buwanvu bw'ago,Okulowooza nti puleesa ya mazzi enyiga wansi wa konteyina nti esinziira ku nkula ya konteyina,,,,B,Science,Student understanding,Secondary,,,,113,C,1.7757579999961308,1658,3,0,C,0.4882367000027443,1657,2,0,C,4.166956500004744,1862,403,384,C,10.834301700000651,2129,394,458,B,8.039911300002132,2069,327,,C,2.76337429999694,1860.0,4.0,0.0,C,3.9940349999960745,2395,1,747,C,1.019595500001742,1648,1,,C,52.8309591000434,5832,1.0,4184,B,4.063142300001346,1611,152,142
25,Pedagogy Benchmark Luganda,"Omusomesa omukulu mu ssomero lya siniya ayagala abayizi be okutegeera ebintu ebikulu ebizingirwa mu kuzuula ebbanga ery'ekitundu ery'obulamu bw'ekintu ekifulumya olubugumu.
Kiki omusomesa ky'ayinza okukola okusobozesa abayizi okutuuka ku kiruubirirwa kino?",Kuba ekifaananyi ekiraga okuvunda kw'ekintu ekifulumya olubugumu,Teekawo ekiteeberezo ku kuvunda kwa nukiriya(obuziizi) okuva mu kintu ekifulumya olubugumu,Kozesa obubaka okuva mu kipimo ky’ekiseera n’ekigero ky’obungi bw’ekintu ekifulumizibwa okuva mu kintu ekirina obutaffaali obw’ekika ekimu,Koppa(geegenya) okuvunda kw’ekintu ekifulumya olubugumu era olabe omuwendo gw’obutaffaali obuvunda,,,,C,Science,Teaching strategies,Secondary,,,,123,D,0.755833100003656,1750,3,0,B,0.4900839999972959,1749,2,0,D,7.979698900002404,2460,915,896,C,9.39241200000106,2273,426,572,C,11.916233300005842,2340,492,,,,,,,C,4.155646800005343,2521,1,781,C,1.1345414000024905,1740,1,,D,48.28489070001524,5218,1.0,3478,C,4.114237100002356,1688,143,133
26,Pedagogy Benchmark Luganda,"Omusomesa w’essomero lya siniya mu mwaka ogusooka, mu somo lya Stoichiometry yeetaaga okukebera okutegeera kw’abayizi u kipimo kya Stoichiometry mu mwenkanonkano gwa kemiko ogw'enkanankana..
Ku bikolwa bino wammanga, kiki omusomesa ky’ayinza okuteesa okukakasa okuyiga okwatuukiddwaako?",Bala omuwendo gw'ekipimo ky'akazimbulukusa wakati w'ebintu ebikozesebwa n'ebivaamu mu kikolwa.,Bala obuzito bw'ebintu ebikozesebwa n'ebivaamu era okakase omukwano(gw'okubala) oguli wakati waabyo mu kubala.,"Zimba emmeeza (olukalala)  elaga obwenkanankana wakati w'ebintu ebikozesebwa n'ebivaamu, n'omuwendo gwabyo ku buli kikumi.","Zimba emmeeza(olukalala) elaga obwenkanankana wakati wa mole, molekyu, n'obuziba, okusinziira ku bintu ebiri mu kikyusabuziba",,,,D,Science,Assessment,Secondary,,,,124,B,1.7476827999998932,1793,3,0,D,0.7259890000059386,1792,2,0,B,7.931395199993858,2433,851,832,B,8.764024500000232,2299,409,548,A,9.414406600000802,2242,354,,C,2.663003499998013,2018.0,4.0,0.0,A,5.32553960000223,2769,1,986,B,0.986243999999715,1783,1,,D,17.304503399995156,2876,1.0,1093,A,7.088669500022661,1787,205,195
27,Pedagogy Benchmark Luganda,"Okukyuka kw’embeera y’ebintu kuki abaana abato ab’emyaka egyo gye basobola okulaba nga bakozesa omuko gw’ekyuma ekimulukuta?
",Okusanuuka,Okufuuka omukka,"Okukwata
",Enfuufu,,,,A,Science,Student understanding,Pre-primary,,,,127,A,0.8111181999993278,1570,3,0,D,0.483138700001291,1569,2,0,A,10.640834500001802,2624,1235,1216,A,6.39073549999739,2022,375,349,D,9.642107199993916,2028,378,,C,2.568895899996278,1770.0,4.0,0.0,A,5.225617799995234,2383,1,823,A,0.948772600000666,1560,1,,A,21.231598999991547,3075,,1516,A,4.920978500042111,1612,223,213
28,Pedagogy Benchmark Luganda,"Mu kibiina kya munaana, oluvannyuma lw’okumaliriza okunnyonnyola omulimu gw’ebitundu by’obutoffaali mu butoffaali bwa kika kya eukaryotic, omusomesa agenda kwongera okunnyonnyola omulimu gwabyo ng’akozesa olugero olufaananya ebyuma n’ebitundu by’ekkolero ku butoffaali. Mu ngero zino omusomesa z’agenda okwogerako, eruwa ku zino ekwatagana ne cytoskeleton?
",Masiini ekyusa ebinytu byobulamu okubifuula amaanyi.,Enkula esobozesa  okukuumibwau kkolero.,Okfuga massekkati agalina ebiwandiiko bye kkolera n'okukulemberamu biki ebibaamu.,Masiini eziramba ebintu ebitwalibwa wabweru w'ekkolero.,,,,B,Science,Teaching strategies,Secondary,,,,135,B,0.708482100002584,1728,3,0,B,0.511687999998685,1727,2,0,B,14.420216300000902,2894,1363,1344,C,31.2949940000035,3043,1234,1372,B,7.23807079999824,2078,267,,C,2.3937437999993563,1944.0,4.0,0.0,B,3.618821800002479,2358,1,640,A,0.8194922000038787,1718,1,,B,8.621536599996034,2244,1.0,526,B,2.7706213999772444,1624,93,83
29,Pedagogy Benchmark Luganda,"Mu kwekkeneenya mu bufunze, omusomesa ku mutendera ogw'omunaana ategese okwekeneenya ekigendererwa kino wammanga: ""Nnyonyola ebiteeberezebwa ku gisomyo bya Dalton ebikwatagana n'obuziba bw'obuntu."" Kwekkeneenya ki okulagiddwa wammanga ogunasobozesa abayizi okutuukiriza ekigendererwa kino?","Bikola ebintu eby'ekimiyiki eby'enjawulo okusinziira ku kulonda eby'obuziba bibiri oba okusingawo.
","Zimuteekawo omuwendo gw’obungi bw’obuziba obwetabye mu kikolwa eky’ekemiko.
","Zigikwataganya obuzito bw'ebintu ebiri mu kintu ekigatte n'obuzito bw'ekintu ekigatte kyonna.
","Bakakasa obuzito bw'ekintu ekiri mu bizimbamubiri bisatu eby'enkalubo y'emu.
",,,,C,Science,Assessment,Secondary,,,,139,C,0.7160370000055991,1749,3,0,C,1.389305200005765,1748,2,0,C,8.920283699997526,2198,659,640,C,7.188761799996428,2186,353,448,B,9.928594200006046,2217,388,,C,2.48820749999868,1969.0,4.0,0.0,C,6.060514199998579,2822,1,1083,C,1.027785999998741,1739,1,,A,41.6329279000056,5046,1.0,3307,C,9.361225400003605,1924,385,375
30,Pedagogy Benchmark Luganda,Omusomesa owa siniya ey'okuna ateekateeka essomo erigendereddwa okuyamba abayizi okutegeera omugaso gw’okugemesa mu by’obulamu bw’abantu bonna. Ku bikolwa bino wammanga ekiyinza okusobozesa omusomesa okutuukiriza ekigendererwa kino okutambulira wamu n’endagaano y’ebiri mu syllabus ekwata ku kumanya okw’ekisaayansi?,"Ba vunula ebitukuukawo nga okugema kuwedde , okusinzira ku ngezesa enkadde nga eya Edward Jenner","Betegeleza, nga basinziira ku chaati, obungi bw’endwadde ezimu ezisiigala era ne bateebereza ebireeta obungi obwo.","Bageraageranya, nga basinziira ku chaati, omuwendo gw'abantu abaagemeebwa ne bagukwataganya n'okusaanyizibwawo n'okukomawo  kw'endwadde ezimu.","Bazimba olukalala lw'ebikulu ebyatuukiddwaako mu nkola y'okugema, nga balaga omukono gw'abasaayansi abaatandikawo omulimu guno.",,,,C,Science,Teaching strategies,Secondary,,,,143,C,1.4251864999969257,1803,3,0,C,0.5894724000027054,1802,2,0,C,9.728378299994802,2245,659,640,A,8.572642699997232,2176,287,382,C,7.9935168999945745,2163,275,,C,3.174986700003501,2035.0,4.0,0.0,C,4.922210600001563,2698,1,905,C,0.9524576000039816,1793,1,,C,6.491163600003347,2173,1.0,380,C,2.724338200001512,1666,80,70
31,Pedagogy Benchmark Luganda,"Mu kibiina kya siniya esooka, abayizi beenyigira mu bikolwa ebikwaata ku ngeri ebifaananyi gye bikolebwamu mu ndabirwamu engolole ne mu ndabirwamu empete. Mu kiseera ky’ekikolwa, omuyizi agolola omukono gwe waggulu n’agamba: ""Musomesa, era sitegeera njawulo eri wakati w’ebifaananyi ebituufu n’ebifaananyi ebyaddala n'ebitali byadaala, ne lwaki biyitibwa bwebityo."" Kunyonyola ki omusomesa kw’anaakozesa okutangaaza okutabulwatabulwa kw’omuyizi, ng’addamu mu ngeri etegeerekeka era n’obwegendereza obukulu ku kibuzo kye?",Laba ku ludda olumu n'olulala olw'ekijiiko. Ekifaananyi ky'olaba nga bw'oli ddala sikituufu ate ekifaananyi ky'olaba nga kikyuse kiba kituufu.,"Olina okujjikira nti ebifaananyi ebituufu bulijjo biba byesulise okuva waggulu okudda wansi, ate ng’ebifaananyi eby’obulimba bulijjo biba bitereevu.","Ebifaananyi ebitali byaddala birabika ng'ebikolebwa emabega w'endabirwamu, ate nga ebifaananyi ebya ddala bikolebwa mu maaso gaayo era bisobola okukubibwa ku lutimbe.","Ebifaananyi eby’obulimba bikolebwa mu kifo eky’obulimba ekireetera emiryango gy’omusana okugaziwa, ate ebifaananyi ebya ddala bikolebwa okuyita mu kulagula emiryango gy’omusana egidda waggulu.",,,,C,Science,Student understanding,Secondary,,,,150,C,1.426959500000521,1952,3,0,C,0.5142319000005955,1951,2,0,B,8.170189299999038,2579,851,832,C,3.1243516000031377,2072,1,0,D,7.266748899994127,2337,288,,C,2.899250700000266,2195.0,4.0,0.0,C,5.7315812000015285,3095,1,1153,C,0.9196919000023628,1942,1,,C,9.953335499973036,2590,1.0,648,C,2.556834399991203,1794,66,56
32,Pedagogy Benchmark Luganda,"Omusomesa owa siniya ey'okubiri,mu kitundu kya Kinematics, ajja kukola okwekaliriza okuzuula okutegeera kw'abayizi ku kuva kw'ebintu mu kugwa. Okusinziira ku kigendererwa kino, kiki omusomesa ky'ayinza okukola okuzuula obulungi okumanya kw'abayizi ku nsonga eno?","Mu kifo ky'ebweru, basuula ebintu eby'enjawulo waggulu era ne bageraageranya ebipimo bya buli kusuula.",Baddamu ebibuuzo ebigendereddwa okugeraageranya n'okusuubira obungi bw'ebiseera ebyetaagisa ebintu eby'enjawulo okugwa okuva waggulu obuwunzifu.,Balaga mu kifaananyi obwolekero bw'okwongeza sipiidi y'omupiira gwa ttena nga guli mu bbanga okuva ku muzannyi omu okudda ku mulala.,Bakola mmaapu eraga engeri ebintu gye bitambulamu mu bwengula.,,,,B,Science,Assessment,Secondary,,,,154,B,0.8036725000056322,1770,3,0,B,0.4781020000009448,1769,2,0,B,4.922946899998351,2025,467,448,A,1.617383400000108,2196,340,465,B,7.046054300000833,2142,284,,B,3.42497409999487,2000.0,4.0,0.0,B,4.612389100002474,2649,1,889,B,1.1194886000012048,1760,1,,B,8.874463699990883,2261,,502,B,3.957322700007353,1658,100,90
33,Pedagogy Benchmark Luganda,"Omusomesa was siniya ali mu mwaka ogw'okubiri, mu kitundu kya 'sterochemistry' ne 'isomerism' ategekera ekibiina n'ekigenderwa eky'okuyiga wammanga""Okuzuula omugaso gwa R ne S ensengeka y'ekirungo ekigatta ekikozesebwa mu bulamu obwa bulijjo. Ku mirimu egiweereddwa wammanga guliwa ogunakola n'ekigenderwa ekiteeseddwako n'abayizi?","Buuza abayizi okufumiitiriza ku makulu g'ebyenfuna agali mu kukola eddagala eririna ebika bya R ne S.
","Buuza abayizi okunoonyereza ku bintu ebibaawo ku bulamu bw’omuntu ng’akozesa eddagala ebbiri eriri mu ngeri ya enantiomers.
","Buuza abayizi okugeraageranya obuwangwa bw’ebintu ebirungo obwa R ne S stereoisomer obw’ebintu ebikozesebwa ennyo 5, gamba nga, ibuprofen
","Baagalire abayizi okukozesa amateeka ga Cahn-Ingold-Prelog okusalawo endagakubbo ya R ne S eya kampawundi 5 ezikozesebwa ennyo, ng'ekyokulabirako, frukitoosi.
",,,,B,Science,Teaching strategies,Secondary,,,,156,D,1.4417164999977103,1828,3,0,D,0.5988155000013649,1827,2,0,C,8.285654100000102,2607,979,960,D,4.1458849999980885,2230,311,377,C,9.414474099998188,2275,354,,C,2.886886100000993,2061.0,4.0,0.0,B,6.205702700004622,2942,1,1124,A,1.0263909999994212,1818,1,,B,10.394768800004384,2586,1.0,768,C,6.60185440001078,1856,228,218
34,Pedagogy Benchmark Luganda,"Mu kibiina kya glued 8, omusomesa akoze ekigezo ku kaziba n’engeri ayoni gye zikolebwamu. Ebivaamu biraga nti omuwendo munene ogw’abayizi balowooza nti okukolebwa kwa keyoni (cations) kuleetebwawo atomu okwongerako oba “okufuna” polotooni (protons). Mulimu ki omusomesa gw’ayinza okuteesa eri abayizi be okubayamba okutegeera obulungi engeri keyoni gye zikolebwamu?","Buuza abayizi okutegeera omuwendo gwa pulotoni, erikitulooni, ne nyutulooni eziri mu ayoni ez’enjawulo nga basinziira ku namba y’akaziba (Z) n’ennamba y’obuzito (A).","Basabye abayizi okukola, awamu n'omusomesa, emmeza elaga omuwendo gwa pulotoni, erekutulooni, ne nnyutulooni mu katayoni ne anayoni ez'enjawulo.","Saba abayizi okukola ekibalanguwa ekiraga engeri emiramwa gino gye gikwatagana: akaziba, olububi, obusannyalaza, obukontanyo,obutaffaali, ayoni, kayoni, n’ayoni enkyamu","Bayizi balambike okugeraageranya engeri atomu ya sodium entaanu gy'efaanana n'engeri sodium bw'efaanana ng'ekyebulukusi, nga balowooza ku muwendo gwa purotoni, elekitulooni, ne nyutulooni eza buli emu.",,,,D,Science,Student understanding,Secondary,,,,166,B,1.7396270999961416,1912,3,0,B,0.4790972999981022,1911,2,0,B,7.972417199998745,2359,660,640,D,4.806591500004288,2786,796,939,D,6.751974700004212,2256,257,,D,2.378152500001306,2135.0,4.0,0.0,D,5.705359200001112,2971,1,1069,D,0.8368182999984128,1902,1,,D,13.934718400007114,2843,1.0,941,D,3.5822717000264674,1820,121,111
35,Pedagogy Benchmark Luganda,"Omusomesa, mu mwaka ogusooka ogwa Siniya, mu mutwe gw'eky'obulamu ogw'Enkyukakyuka n'Obungi bw'ebiramu, akola omulimu n'abayizi be mwe balina okugeraageranya amino asidi ez'enjawulo eza puloteni C okuva mu bisolo eby'enjawulo n'okuteebereza enkolagana y'eby'obusika wakati waazo. Mu kiseera ky'okukola omulimu guno, omuyizi abuuza: “Bwe kiba nti ekisukkulumya ebiramu kwe kuba n'amawulire mu DNA yaabyo, mugaso ki ogw'okugeraageranya ennyiriri za amino asidi eza puloteni?”. Nga tutunuulidde omutendera gw'omuyizi, mu nnyonnyola zino omusomesa gy'awa, eyiwa ku kibuzo ky'omuyizi?","Ekizimbamubiri kye kimu kisobola okweyoleka mu biramu by’ebika eby’enjawulo. Amawulire agazimba ekizimbamubiri ago galondoolwa mu busirikale bw’obutonde (genes). N’olwekyo, okuyita mu kumanya enjawulo wakati w’obusirikale bw’obutonde obukola ekizimbamubiri n’olukalala lw’ebitundu by’ekizimbamubiri (amino acid sequences), enkolagana z’emyaka gy’obulamu wakati w’ebika bisobola okuteeberezebwa.","Protein zikolebwa mu nnyiriri za amino acids ezitegekebwa mu DNA. Bwe wabaawo enkyukakyuka mu kino, kijja kukyusa ennyiriri za amino acids ez'ekirungo ekyo. N'olwekyo, okusinziira ku muwendo gwa amino acids ez'enjawulo ez'ekirungo kye kimu, omuntu asobola okumanya engeri ebika ebibiri gye bikwataganamu mu ngeri y'obuzaale.","Puloteni zikolebwa okuva mu kunnyonnyolwa kw’obubaka bwa RNA, obuva mu kuwandiika kwa jjiini. Puloteni eno esobola okulagibwa nga waliwo enkyukakyuka mu nkola y’obusirikale bw’amino asidi. N’olwekyo, nga tukozesa okunoonyereza ku nkola zino, enkolagana z’endabika y’ebiramu ez’enjawulo zisobola okuteekebwawo.","Ennyiriri za amino acid ez’ekizimbamubiri zisalibwawo ennyiriri za codons eziba mu mRNA okuva mwe kikolebwa. Okuva buli codon bw’ekwatagana n’ennyiriri za nucleotides essatu, bwe kikyusibwa, ekizimbamubiri ekirimu amino acid ez’enjawulo ku ezo ez’ekizimbamubiri ekisooka kisobola okufunibwa. N’olwekyo, okumanya omuwendo gwa amino acids ez’enjawulo wakati w’ebika ebibiri, omuntu asobola okumanya engeri gye byekuusiza ku kika ekirala mu ngeri y’okukula.",,,,B,Science,Student understanding,Secondary,,,,172,A,0.9160218000033638,2290,3,0,A,1.0410206000015023,2289,2,0,D,9.94583050000074,3005,979,960,A,7.668394000000262,2834,414,560,B,10.338660900000832,2794,383,,B,2.693770500001847,2579.0,4.0,0.0,A,8.89228049999656,4186,1,1906,A,0.9174771000034524,2280,1,,B,20.44873770000413,3703,,1424,B,5.123922800004948,2222,196,186
36,Pedagogy Benchmark Luganda,"Omusomesa wa sekendule,mu kusoma kwomwaaka ogwokubiri, mu kiseera ky’essomo ku DNA oba ndaga butondde  n’okukubisaamu obutaffaali, ateekateeka  omulimu gw’okukolera ku kisomebwaako kino kino: “Okutegeera engeri ebizimba bya kookolo gye bikolebwa”. Magezi ki abayizi ge beetaaga okuba nga bamaze okubimanya okusobola okukola ku kiruubirirwa kino?",Ebiseera by'emitendera gw'enkula  yakataffaali,Obukulu bw'ekigabanyo ky'obutaffaali ekya mitosisi,Ebifo ebikeberwamu ku nkula neneeyisa yobutaffaali,Ebika byokwekubisaamu mu DNA oba ndagabutondde ne mu chromosome,,,,C,Science,Student understanding,Secondary,,,,175,D,1.2907357000003683,1710,3,0,C,0.6136471999998321,1709,2,0,D,8.012519500000053,2176,659,640,D,5.828300900000613,2209,414,532,B,7.304425299997092,2087,289,,D,2.430625400003919,1930.0,4.0,0.0,C,4.373743899996043,2479,1,779,D,0.9050066000054358,1700,1,,C,16.765698999981396,2922,1.0,1222,D,1.7566349999979138,1564,47,37
37,Pedagogy Benchmark Luganda,"Omusomesa wa sekondale yetegeka okugenda okusomesa ekibiina ekyo kubiri wana vummurira bino wammamnga:""Okukozesa etteeka ly'obungi bw'amaanyi obutakyuka mu nkola enzigale"".Mirimu ki wammanga egiyamba omuyizzi okukola ebiteeseddwa?",Bawe ebyokulabirako byo kutomeregana kwo'mutindo ogwamaanyi gye gukuumibwa,Ba pima obuzito ne misiinde gye mmotoka nga zitomeregana kuluguudo no'ku kalabulwa,"Bye bisalawo enkolagana wakati wo'kukaka okuteekebbwawo,obudde bwetekeddwa wo, nentunnunsi omubiri gwe zifuna mu ludda olumu",Bisuubira nti alizaati zo kutomeregana wakati wa ma bulooka agafaanagana gaseerera ewatali kwekuutiza,,,,D,Science,Teaching strategies,Secondary,,,,177,B,1.3416016999981366,1726,3,0,D,0.5003733999983524,1725,2,0,B,9.034144299999753,2452,915,896,C,10.748173899999529,2189,363,469,D,7.9450627000042,2129,305,,C,2.3702057999980752,1945.0,4.0,0.0,B,4.822324799999478,2604,1,888,C,1.01450019999902,1716,1,,D,15.914186599955428,2794,1.0,1078,D,4.177976700011641,1673,136,126
38,Pedagogy Benchmark Luganda,"Omusomesa omubisi omwaka ogusooka mu Ssekendulewa ateekateeka essomo n’ekigendererwa kino: “Okukozesa omutindo gw’amayengo okunnyonnyola nti ekitangaala kyeyoleka era ne kimenyeka bwe kikuba ekifo ekyawula ebintu bibiri.” Ng’enkola y’okuyigiriza okutuukiriza ekigendererwa kino, omusomesa asalawo okukozesa ebikozesebwa eby’okusomesa ebyanguya okutegeera ebyo ebiri mu somo. Kiki ku bikozesebwa eby’okusomesa wammanga ekikwatagana n’ekigendererwa ky’omusomesa kino?
","Ekitundu ky’ekitabo ky’essomero ekinnyonnyola enjawulo wakati w’endowooza y’obuntu n’ey’amayengo ku musana, n’obubaka buli emu bwe yawa ku misinde gy’omusana mu kubulukuka.
","Okutengejja okw’ekikompyuta okulaga mu bujjuvu engeri ebyoya by’omusaayi gw’amazzi gye bikosebwa olw’okukyusa n’okumenyeka kw’ekitangaala nga kikuba ekifo wakati w’ebintu bibiri
","Okulaga mu kibiina omutangaavu gwa leza nga gukuba amazzi agali mu akuliyamu, we kiyinza okulabirwa nti ekitundu ku mutangaavu guddamu waggulu ate ekitundu ekirala ne kimenyeka ku mpalazo engeri engeri.
","Omulimu ogukolebwa ku kompyuta ogusobozesa omuyizi okulaba nga omutangaavu bwe gutumizibwa ku kintu ekigabanya ebintu bibiri eby’enjawulo, ekitundu kimu kiguddamu ate ekitundu ekirala ne kiyitamu nga buli kimu kirina engeli yakyo.
",,,,B,Science,Teaching strategies,Secondary,,,,178,C,1.2431364000003668,1983,3,0,D,0.5236531999980798,1982,2,0,C,9.513656600000104,2472,723,704,C,7.380197200000111,2457,373,460,C,8.694127100003243,2438,356,,C,2.664259500001208,2226.0,4.0,0.0,D,8.017604000000574,3449,1,1476,D,1.007077299997036,1973,1,,B,24.37865550001152,3834,1.0,1861,D,4.935957000008784,1860,111,101
39,Pedagogy Benchmark Luganda,"Ekimu ku bigendererwa abayizi abali mu mwaka ogw'okubiri mu siniya bye bakolerako kwe ""kutegeka n'okunnyonnyola obubaka(data) obukwata ku ngeri ebintu ebitali bya bulijjo gye bikolamu.""Ku mirimu gino wammanga, gwe guleka omuntu okukebereza ekigendererwa ekyo waggulu?","Wa abayizi obubaka(data) obukwata ku amafuta kwe gatandikira okwesera era obabuuze okwekenneenya oba gaba gakwafu, gakulukusi oba ga ggaasi ku tempulikya y'ekisenge.","Saba abayizi okunoonyereza ku bubonero bw’okubulukuka kw’ebinywamaji bya kaboni eby’obuwanvu obwenjawulo, babitegeke mu mmeeza, era balambulule oba biri mu mbeera ya kikalu, kikulukusi, oba ggaasi ku tempulikya eya bulijjo.",Wa abayizi data ku tempulikya ebyokirokaboni ze zibulira ku buwanvu bw'enziringanya ez'enjawulo ezitegekeddwa mu tebuleni era obasabe okunnyonnyola empisa okusinziira ku mikwanaganyo egireeteddwa molekyuulu.,"Wa abayizi data ku tempulikya ebyokola bwa haidrokaboni ez’obuwanvu bw’enziring’anya obw’enjawulo, ze balina okutegeka mu tebuleni okusinziira ku muwendo gwa kaboni mu nziring’anya oluvannyuma bannyonnyole engeri eno gy’ekolamu okusinziira ku bunene bw’enkolagana molekyu ze ziraga.",,,,D,Science,Assessment,Secondary,,,,183,D,0.8255165000009583,1924,3,0,D,0.7596197000020766,1923,2,0,C,17.449521399998048,3196,1491,1472,D,10.774862799997209,2728,699,862,D,9.31347090000054,2436,404,,C,3.171203300000343,2169.0,4.0,0.0,D,6.996659500000533,3157,1,1243,B,1.2583049000022584,1914,1,,D,13.107064599986188,2936,1.0,1022,D,5.947790700010955,1950,245,235
43,Pedagogy Benchmark Luganda,"Omusomesa wa pulayimale yalagidde abayizzi be ab'ekibiina eky'okusattu okusoma nga bwebaddamu olugero olumpi olulagibbwa ku lutimbe. Mukusooka, bali bakusoma kinnomu atte mukasirise, oluvanyumma, baatule, nga bagoberera obubonero obwempandika. Kika ki eky'okuyiga ekifuna mu mu bikolwa ebilagiddwa?",Okukuguka mu byensoma,Okuzzamu ammanyi okusoma okw'okutegera,Okwekeneenya enjatula y'ebigambo,Okummanya okusoma okw'obubonero,,,,A,Literacy,Teaching strategies,Primary,,,,190,B,6.992074500005401,1330,3,0,D,2.3915242000002763,1329,2,0,D,4.94647100000293,1556,403,384,D,17.548614199993608,2215,825,930,B,8.465449499999522,1702,330,,D,2.8210175999993226,1473,4,0,A,3.7882370999941486,2029,1,709,B,0.5396012000055634,1320,1,,A,13.416219000006096,2267,,948,D,4.691475700004958,1327,174,164
44,Pedagogy Benchmark Luganda,"Mu bibuuzo bino wammanga, kiki ekisaanira okukozesebwa okukulaakulanya endowooza y'abayizi ku ngeri gye basoma mu kibinja nga basoma wamu mu kibiina?",Oyinza otya okuzuula amakulu g'ebigambo ebitamanyidwa?,Ekigendererwa ekikulku mu katundu ke tumaze okusoma kye ki?,Omutwe ki gwe wandiwadde ekwandiiko kino gwe tusoma?,Omutwe ki  ogw'ekyo kye tumaze okusoma ?,,,,A,Literacy,Teaching strategies,Primary,,,,194,B,7.234727900002326,1307,3,0,C,0.9764671999946586,1306,2,0,A,7.812219000006735,1727,595,576,D,27.35955799999647,1879,523,706,B,7.918879799995921,1734,388,,C,2.4631134000010206,1442,4,0,A,3.684321599997929,1906,1,609,B,0.9009894999981044,1297,1,,A,12.45409119996475,2331,1.0,1034,A,3.5984541999641806,1229,97,87
