question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,pedagogical_subdomain,age_group,year,secondary_category,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium,pred_gemini-3-flash-preview,Latency_gemini-3-flash-preview,TokensUsed_gemini-3-flash-preview,TokensUsedCompletion_gemini-3-flash-preview,TokensUsedReasoning_gemini-3-flash-preview
23,Pedagogy Benchmark Luganda,"Omusomesa akoze emirimu gino wammanga ku kitundu eky’okuyiga ekikwata ku ndabika y’akaziba: 1. Abayizi basoma era neekebejja ebiwandiiko ebikwata ku ndabika y’akaziba ey’omulembe n’ebipimo byayo ebikulu. 2. Abayizi bakola ku bizibu ebikwata ku ndabika y’akaziba n’ebintu ebigirimu, n’enteekateeka y’amasannyalaze, n’ennamba za kwantaamu. 3. Abayizi bakubaganya ebirowoozo mu bibinja ku biwandiiko ebikwata ku nkyukakyuka mu ndabika y’akaziba n’ebipimo byayo ebikulu nga balina ebifaananyi ebigyoleka (Democritus, Dalton, Thomson, Rutherford, Bohr). 4. Abayizi bakola okugeraageranya ku ndabika z’akaziba ez’enjawulo nga booleka ebipimo byazo ebikulu. Mu nteekateeka zino wammanga, engeri ki esinga okukubiriza okuyiga okutondekawo okutegeera okw’amaanyi ku ndabika y’akaziba?
","4 - 3 - 2 - 1
","1 - 3 - 4 - 2
","3 - 4 - 2 - 1
","3 - 4 - 1 - 2
",,,,D,Science,Teaching strategies,Secondary,2017,,,1.2338033001869917,1865,6,,D,0.8176307999528944,1861,2,,D,6.08426499995403,2128,467,448,B,12.978629500139505,2348,407,,C,7.6751091000624,2351,410,,B,2.560888600070029,2088,4,0,C,1.125856600003317,1852,1,,D,14.745641199988311,3000,1.0,1148,D,5.575464199995622,1810,149,139,D,5.55793119998998,2595,1.0,743
24,Pedagogy Benchmark Luganda,"Mu mutendera gw'ekibiina ekisoma ku ""Bbugumu"", omusomesa ayagala abayizi be okutegeera omulamwa gw'ekipimo ky'obubugumu, ku bino ebiri wammanga, kiki ekisooka okusomesebwa okusobola okutuuka ku kiruubirirwa ekyo?
","Amasoboza ag’ekinyetikki
","Okutuukana kw'ebbugumu
","Okwewaguza kw'ebintu olw'ebbugumu
","Empeera z’okupima ebbugumu
",,,,A,Science,Student understanding,Secondary,2017,,,1.4216878998558968,1642,3,,B,1.0370206001680344,1641,2,,C,5.986495099961758,1913,467,448,B,17.844983599847183,2334,618,,C,5.833800100022927,2112,394,,B,2.4959051001351327,1842,4,0,B,1.4400182999670506,1632,1,,B,115.95915359997888,10581,463.0,8487,B,2.8296506000333466,1509,63,53,A,9.816973900015,3122,1.0,1490
25,Pedagogy Benchmark Luganda,"Marcial asomera abayizi be embeera eno: Omusajja afumba nnuulu eri amaka ge. Atobeka amazzi mu ntamu ate n’ateekamu nnuulu. Okusinziira ku biragiro ebiri ku paketi ya nnuulu, alina okukendeeza omuliro, naye olw’okuba aliko essaawa, akuumira omuliro waggulu kubanga agamba nti mu ngeri eyo amazzi ganaabuguma nnyo era zinaafumba mangu. Bwe baba boogera ku ndowooza ze ku mbeera eno, abasinga obungi bakkiriziganya n’ekyo omusajja kye yakoze. Ku bikolwa bino wammanga, kiki Marcial ky’asaanidde okuteesa eri abayizi be okusoomooza endowooza zaabwe ezikyamu?
","Okukola okunoonyereza ku ngeri ebbugumu ly’amazzi ery’okubulukuka gye likyuka mu mbeera z’obutonde ez’enjawulo
","Okupima obudde kyetaagisa okwokya 200 mL y'amazzi mu bigira ebiteekeddwa mu muliro ogw'amaanyi ag'enjawulo.
","Okuteesa enkola ey’okwekenneenya enkyukakyuka y’obwoki bw’amazzi nga bwe bukolebwako omuliro okusinziira ku bungi bw’amazzi agookesebwa.
","Okusobola okwokya amazzi mu bbeka okutuusa lwe gabika, yongera amaanyi g'omuliro, era opime ebbugumu lyaago buli sikonda amakumi asatu okumala eddakiika nnya.
",,,,D,Science,Student understanding,Secondary,2017,,A,1.0735239000059664,1916,2,,C,1.6339412000961602,1916,2,,B,11.3590802999679,2667,979,960,C,11.347516000038013,2394,390,,D,6.552651399979368,2346,340,,C,2.442518200026825,2152,4,0,B,1.3329749000258744,1907,1,,D,8.67451110004913,2483,1.0,576,D,10.6268900000141,2032,344,334,D,5.546426799992332,2691,,785
26,Pedagogy Benchmark Luganda,"Omusomesa ayagala abayizi be bateeketeeke okunoonyereza okukwata ku maanyi agaleetera ekintu obutakulukuta. Okukola kino, alina ebipande ebirina ebika by’ebintu eby’enjawulo waggulu (ebiweweevu, ebiriko olupapula oluyisiza, ebiriko sipoonji, ebiriko ekyuma) n’emmeeza esobola okukyusibwa. Abayizi bakiraba nti bwe bateeka ekipande ku mmeeza ne bagikyusa, ku mpeto enjawulo, ekipande kitandika okuseerera. Ku bikolwa bino wammanga, kiki omusomesa kyakozesa okukebera obanga abayizi be batuuse ku kiruubirirwa kye?
","Saba abayizi okumanya ebintu ebikyuka mu kugezesa n’okuteekateeka engeri y’okuwandiikaamu data.
","Bawe abayizi omukutu ogw’okukozesa okukenkula obugulumivu buli bulooka we butandikira okuseerera n’okubala avareegi y’ebipimo bisatu buli bulooka.
","Gamba abayizi okuteeka bulooka buli emu mu kifo ekigereke era bakyuse emmeeza okutuusa bulooka lw’esereerera, oluvannyuma bapime engeli enoona gye yatandikidde okusereerera.
","Buuza abayizi okutegeera amakubo agayinza okukozesebwa okukakasa omukwano oguli wakati w’obwangaavu bw’ekikata n’enjuyi gyekitandikirako okuseerera.
",,,,D,Science,Assessment,Secondary,2017,,A,0.4293440000619739,1917,2,,C,1.012020600028336,1917,2,,C,10.275343099841848,2351,661,640,C,7.8970566999632865,2345,322,,C,6.546897399937734,2472,453,,C,2.8561136999633163,2151,4,0,B,1.1060971000697464,1908,1,,A,15.127289200027008,3034,1.0,1126,A,4.177783099992666,1843,153,143,A,4.539837400021497,2615,1.0,707
27,Pedagogy Benchmark Luganda,"Omusomesa ayagala okukola omulimu gw'okubuuliriza ogw'obukulembeze n'abayizi be, basobole okutegeera nti obukakafu obw'ekikuguza bwe businga obukulu mu kuzimba okumanya. Omusomesa bw'aba ayagala okukebera obutuukirivu bw'ekigendererwa kino, biraga ki ku bino wammanga eby'okukebera ebiyinza okumusobozesa okukikola butereevu?
","Bano bannnabonnyola obukakafu obwazuuliddwa mu mutendera gw'okugezesa.
","Bakola ebyawandiiko by’obujulizi obufuniddwa mu mutendera gw’okugezesa mu kunoonyereza
","Bakola ebyawandiiko ebiraga engeri ebyo bye bakung’aanyizza gye bikwatagana n’ekibuuzo ky’okunoonyereza kye baabaddewo.
","Bakola enteekateeka y'okugezesa ebasobozesa okufuna obujulizi obwesigamiziddwa ku kunoonyereza okusobola okuddamu ekibuuzo ky'okunoonyereza.
",,,,C,Science,Assessment,"Primary, Secondary",2017,,D,1.9473443999886515,1800,3,0.0,D,0.5577925001271069,1799,2,,C,12.734278500080109,2625,1043,1024,D,11.51589939999394,2427,535,,D,5.216836499981582,2212,323,,C,2.302355600055307,2024,4,0,D,1.3274101000279188,1790,1,,C,10.90163149998989,2663,1.0,873,D,4.599694199976511,1749,167,157,C,6.942085099988617,2831,1.0,1041
28,Pedagogy Benchmark Luganda,"Soma ekigendererwa kino ekikulu eky'okuyiga: Kebejja era n'ovvuunula data okusobola okuwa obujulizi obuwagira ekirowoozo nti enjawulo y'ebiramu eva ku nkulaakulana y'ebiramu. Ku bikolwa bino eby'omuyizi ebigendererwa, kiki ekikwatagana butereevu n'okutuukirira ekigendererwa kino ekikulu eky'okuyiga?
","Londa ebimera eby'enjawulo okusinziira ku mitendera gy'ebika byabyo.
","Nsonga lwaki ebisigalira by'ebiramu eby'edda bisangibwa mu ttaka ebimu bikwatagana butya n'embeera ezaayita n'eziriwo kati
","Okusinziira ku biwandiiko by'ebisigalira by'ebiramu eby'enjawulo, teebereza enfaanana y'ekika ekyo.
","Gerageranya ebikula ebirina obutonde bw’emu mu ngeri ez’enjawulo, gamba ng’ekiwawaatiro ky’ennyanguyirizi n’ekiwaawaatiro ky’ekinyira.
",,,,D,Science,Assessment,Secondary,2017,,,1.0653633000329137,1801,3,,B,2.0281376000493765,1800,2,,D,7.129416400101036,2179,595,576,B,12.243901799898596,2446,565,,D,5.0154744000174105,2181,294,,C,2.409909500041977,2012,4,0,B,1.267489599995315,1791,1,,D,46.6412387000164,5656,1.0,3865,D,6.0903725999523886,1808,224,214,D,14.98178880001069,4118,1.0,2327
29,Pedagogy Benchmark Luganda,"Omusomesa bw'aba ayagala okunnyonnyola abayizi be ku mulamwa gw'obukoleraano obutannatuukirira, ky'ekuwa ku by'okulaga wammanga ky'ayinza okukozesa mu kunnyonnyola?
","Ekinyonyi kya 'African hornbill' kibeera n'ebiwuka ebiwerako mu kisu kyabyo, ebyo ebiriisa ku kazambi; mu ngeri eno, biyoola kazambi akukung'aana mu kisu.
","Ensolo eziramula zirina bakitiiriya mu byenda byazo ezisobola okukyusa selulosi, ekiriisa kino ne kiba nti kigasa byombi
","Endagala z’emiti zekwata ku miti okufuna ekitangaala ekimala, amazzi, n’ebimera ebyetaagisa, nga tebiziggya ku muti, omuti ogutakosebwa ndagala.
","Obuwuka bwa Rhizobium bufuna ebiriisa bye bwetaaga okuva mu mirandira gy'ebimera by'ebijanjaalo, ate era, obuwuka buno bukwasawaza nayitrogeni ekyetaagibwa ebimera bino.
",,,,A,Science,Teaching strategies,Secondary,2017,,D,1.0885203999932855,1798,2,,B,0.9356602998450398,1798,2,,C,16.147497500060126,3079,1491,1472,B,66.88021009997465,4171,2288,,C,3.888659399934113,2140,253,,C,2.558206600137055,2018,4,0,D,1.071284599835053,1789,1,,C,14.378755999961868,3018,1.0,1229,C,8.812160600034986,1874,286,276,A,5.953567399992608,2723,1.0,934
30,Pedagogy Benchmark Luganda,"Omusomesa asaba abayizi be okwekenneenya embeera engezesedwa eno wammanga okusobola okukakasa oba bamanyi ebintu ebifuga ekikolwa ky’okukola ebiriisa: Mu kifo ekisibe, omutali madirisa era nga tempulikya yaamu ya nkalakkalira, ebimera bibiri (A ne B) byateekeddwa ku njuyi bbiri ezitali zimu mu kisenge. Ekimera A kimulisibwa ekitangaala ekya kiragala n’ekimera B kimulisibwa ekitangaala ekya bbululu. Byombi byafukirirwa amazzi agenkana omulundi gumu buli wiiki. Oluvannyuma abasaba okuddamu ekibuuzo kino: ku bimera bino bibiri, kiruwa ekisuubirwa okukula obulungi okusinga ekirala? Kuddamu ki ku bino wammanga kwe kunaasobozesa omusomesa okukakasa nti ekigendererwa ky’okuyiga kituukiddwaako?
","Ekikula ky'ekimera A kikula mangu okusingawo kubanga obutonniinya bwa kiragala bukusanyaawo amasoboza g'ekitangaala agasukka ku butonniinya bwa bbululu
","Ekikula ky'ekimera B kikula mangu okusingawo kubanga ekitangaala kya bbulu kiyinza okukwatibwa obulungi obuwandanyi bwa kkirolofiili okusinga ekitangaala kya kiragala.
","Tewali na kimera na kimu kimenya olw’okuba newankubadde balina amazzi agabamalako, nga bali mu kifo ekiggale, tebalina kaboni dayokisayidi abamala.
","Ebimera byombi bikula mu ngeri y’emu kubanga byombi birina amazzi agabamalako, ekibayamba okuggulawo obutuli bwabyo obuyitibwa sitomaata awatali buzibu bwonna, ekiyamba kaboni dayokisayidi okuyingira.
",,,,B,Science,Assessment,"Primary, Secondary",2017,,B,0.9319492999929936,2007,3,,B,0.5536748000886291,2007,2,,B,7.109595699934289,2314,531,512,A,10.157317399978638,2440,325,,B,3.9915316998958583,2399,287,,B,2.491422599880025,2252,4,0,B,1.2344124999362975,1998,1,,B,11.97155479999492,2870,1.0,872,B,3.547009600035381,1879,96,86,B,4.20825260001584,2623,1.0,625
31,Pedagogy Benchmark Luganda,"Omusomesa aleeta eri abayizi be enkola y’okugezesa eno wammanga ekwatagana n’omukwano oguli wakati wa antigen ne antibody: Ndowooza nkyamu ki esobozesa enkola y’okugezesa eno okuggyibwawo?
","Obutaffaali bwa B lwa lymphatic bukola obuzza bwa antibody obutalumiriza.
","Ebipooli bikola okutereeza ekika ky'obutonde bw'omubiri obulwanyisa endwadde ekimu bwokka.
","Obuzimbe bw’omubiri bulina obusobozi okukolagana n’ekika kyonna ekya antijeni.
","Obutaffaali bwa B bufulumya ebika by'obutaffaali bw'omubiri obulwanyisa endwadde eby'enjawulo bwe buba biragiddwa ekika ky'akawuka akaleeta endwadde ekimu.
",,,,C,Science,Student understanding,Secondary,2017,,D,1.4579814998432994,1730,3,0.0,D,4.062140600057319,1729,2,,D,18.55922259995714,3077,1556,1536,D,2.402233200147748,2256,438,,D,4.8080480000935495,2030,210,,C,3.391848400002345,1944,4,0,B,1.2271414001006633,1720,1,,C,46.03019370004768,5663,,3944,C,12.879829499986954,1952,431,421,D,13.716056800010849,3913,1.0,2193
32,Pedagogy Benchmark Luganda,"Mu nteekateeka y'okukola essomo ku nkola y'obulamu ey'omubiri ey'endokriini, ku bino ebikulu wammanga by'olina okusooka okuyigiriza abayizi bo basobole okwawula engeri omulembe gw'ekikemeko gye gutandika okukolera ku butaffaali obigendererwa?
","Ebintu ebireeta okuyimbulwa kwa ሆሞኒ
","Obutonde bw'ekikemiko obwa homooni
",Okukendeeza oba okwongera ku busobozi bw’empewo okukola эмиро,"Enkola z'endagabuzizo ezikozesebwa okukendeeza oba okwongera ku maanyi g'omubiri (Feedback mechanisms of hormones)
",,,,B,Science,Student understanding,Secondary,2017,,D,0.8528996999375522,1697,3,,D,2.239889799850061,1697,2,,A,7.265002500033006,2340,851,832,D,10.499759999802336,2152,374,,D,5.832918500062078,2197,412,,D,2.455185000086203,1905,4,0,D,1.3833028997760266,1688,1,,B,10.121989500010386,2382,1.0,694,B,7.905917399970349,1773,284,274,B,3.201892399985809,2107,1.0,419
33,Pedagogy Benchmark Luganda,"Mu kukebera okw’enkomerero, omusomesa w’ebiramu akwataganya ekibuuzo kino: ‘Nkyukakyuka ki mu mubiri omukazi ze yandibadde nazo singa aweereddwa eddagala eriziyiza omulimu gwa GnRH? Zinnyonnyole.’ Kintu ki ku biragiro by’okukebera ekolebwako n’ekibuuzo kino?
","Omulimu gw'obuwangwa oguleeta enkyukakyuka mu buvubuka.
","Nnyonnyola engeri omutwe gw’obwongo gye gufugaamu omusinde gw’eb激素 eziva mu kitundu kya hypothalamus ku musinde gw’ebisa eggi n’omubiri gw’ennyingo.
","Nnyonnyola omulandira gw’ebintu ebiddiring’ana mu mutendera gw’ekizadde ng’okozesa omutendera gw’obuwulukuto, okuva kw’eggimu, n’omutendera gwa luteal.
","Nnyonnyola omulandira gw’ebintu ebiddiring’ana mu mutendera gw’omubiri gw’ekyenda nga bikwatagana n’okukyenga omusaayi, ekiseera eky’okukula, n’ekiseera eky’okukola ebintu.
",,,,B,Science,Assessment,Secondary,2017,,C,2.059101900085807,1818,3,0.0,C,0.5051070000045002,1817,2,,B,11.896642199950293,2643,1043,1024,B,2.100333800073713,1914,1,0.0,C,4.379584300098941,2230,319,,C,3.34150500013493,2054,4,0,B,1.1284056000877172,1808,1,,B,13.314292600029148,2885,1.0,1077,B,4.534100999997463,1730,130,120,B,5.171117299993057,2680,1.0,872
34,Pedagogy Benchmark Luganda,"Mu kitundu ekikwata ku biragalalagala, omusomesa alina ekigendererwa ky'okuyamba abayizi be okukulaakulanya obusobozi bw'okutegeera ebintu ebikyuka mu kunoonyereza. Kiki ekikolwa eky'okukebera ekiyinza okusobozesa omusomesa ono okugera ekituukiddwa ku kigendererwa ekyo?
","Okuzimba akakungunta k’essigala okusobola okuzuula obutwa obulimu.
","Okuteekateeka ebyava mu kunoonyereza okwakolebwa abayizi ku bintu ebireetera abantu okutandika okunywa omwenge nga bakyali bato.
","Okutegeka omusingi ogw'ekibalangulo ku kunoonyereza okukwata ku nsonga ezireetera abavubuka okukozesa enjaga.
","Okukola ebyokulabirako ebyazimbibwa abayizi ku ngeri enzirukanya y'eddagala erisindikiriza emikwanaganyo gy'obusimu ku mutendera gwa kemiko.
",,,,B,Science,Assessment,Secondary,2017,,B,1.7520816000178456,1780,3,,D,0.7166047999635339,1780,2,,D,9.465345800155774,2543,979,960,D,10.95231209998019,2297,424,,D,4.826663800049573,2184,313,,C,2.8672482999973,1992,4,0,B,1.4044856000691652,1771,1,,B,31.59438930003671,4229,1.0,2458,C,4.378652200044598,1738,174,164,B,10.29048620001413,3318,1.0,1547
35,Pedagogy Benchmark Luganda,"Omusomesa ayagala abayizi be okusiima ssaayansi ng’enkola ennywevu ey’okuzimba okumanya. Okutuuka ku kiruubirirwa kye, asaba abayizi be okukola olukalala lw’ebiseera mu bibinja nga balaga ebyo abasayansi abaddako be bakoze: Friedrich Miescher, Robert Feulgen, P. A. Levene, Frederick Griffith, Oswald Avery, Alfred D. Hershey, ne Martha Chase. Ku bikolwa by’abayizi ebigattiddwa wammanga, kiki ekyetaagisa okwoleka enkulaakulana y’okumanya kuno?
","Tegeera ebifaananyi ebiraga ebiseera eby'enjawulo eby'ekikyusizo ky'obutoffaali
","Nnyonnyola eb stages z’omugendo gw’amawulire g’obutonde, okuva ku gene okudda ku protein.
","Nnyonnyola engeri енти DNA molecule gyefaanana n'omukwano gwayo eri replication ne transcription.
","Vvuunula ebigezo ebiraga nti DNA ye molekyu etisse amawulire g'obusika.
",,,,D,Science,Assessment,Secondary,2017,,D,2.0532029001042247,1792,3,,C,0.6764207000378519,1792,2,,D,10.00412160018459,2370,787,768,C,7.269608200062066,2160,287,,D,5.000834899954498,2236,362,,D,2.16485850000754,2010,4,0,D,1.4395554000511763,1783,1,,D,9.010495799942872,2448,1.0,665,D,3.826181899989024,1742,159,149,D,5.502989700005855,2562,,780
36,Pedagogy Benchmark Luganda,"Omusomesa ayagala abayizi be okumanya enkyukakyuka mu butonde obusirikale (genetic alterations) ezifuga okweyongera kw'obungi bw'obutoffaali n'enkyukakyuka y'obutoffaali mu kookolo. Okukola kino, ateekateeka ebikolwa bino wammanga abayizi be okubimala: 1. Kuteekawo ekiweebwa ky'omutendera gw'obutoffaali n'obubonero obugufuga. 2. Okutegeera amakulu g'okweyongera kw'obungi bw'obutoffaali n'enkyukakyuka y'obutoffaali nga bakozesa eky'okuzannyisa ekigatta ebintu. 3. Okukwataganya omukono gw'obusirikale obukulu mu kufuga omutendera gw'obutoffaali ne mu bika bya kookolo eby'enjawulo. Mu ngeri ki eno wammanga mwe munaasanga enkulukuta okuva ku kyangu okudda ku kizibu mu bikolwa ebyoogerwako okutuukiriza ekigendererwa ky'okuyiga?
","1 – 2 - 3
","1 - 3 – 2
","2 – 1 – 3
","2 – 3 – 1
",,,,C,Science,Teaching strategies,Secondary,2017,,A,11.770890400046484,1828,2,,D,0.8733725000638515,1828,2,,A,7.025297800078988,2272,659,640,A,10.074627800146118,2310,401,,A,3.8955351000186056,2225,316,,C,2.3510630999226123,2058,4,0,A,1.170319200027734,1819,1,,A,11.435645499965176,2747,1.0,928,A,3.705116100027226,1714,101,91,A,3.193273200013209,2280,1.0,461
37,Pedagogy Benchmark Luganda,"Mu kibiina ky’amasannyalaze mu siniya, omusomesa yabuuza abayizi be ekibuuzo kino: ""Kiruwa ki ku bino ebiri kye mulowooza nti kyakumulisa okusinga ekirala?"" Mu butuufu, abayizi be bonna baddamu nti obukumu bw’ekiruwa B bwandibadde bwa waggulu okusinga obw’ekiruwa A. Oluvannyuma, omusomesa abasaba okukola omukolo okukakasa ekyo kye baalowoozezza era balambulule ebyavaamu, nga bageraageranya n’endowooza zaabwe n’entegeera zaabwe ezaaliwo. Ku bikwata ku ekyo waggulu, kigendererwa ki eky’omukolo ogwokubiri omusomesa gw’asabye?
","Okukubiriza okutabanguka mu birowoozo n'okukubiriza enkyukakyuka mu ntegeera y'abayizi
","Okukebereza okuyiga kw'abayizi okukwata ku ngeri enkulungo z'amasannyalaze gye zikolamu
","Okumanya endowooza abayizi ze balina ku ngeri obutonde bw’amasannyalaze gye bukola.
","Okutegeera ebintu ebireetera abayizi okukola ensobi mu ntegeera y’omulamwa oguli mu mulimu ogwasooka.
",,,,A,Science,Teaching strategies,Secondary,2017,,C,1.9460241999477148,1851,3,,B,0.6006425998639315,1851,2,,A,11.030429899925366,2296,659,640,A,26.37068390008062,2589,646,,D,4.747136000078172,2280,334,,C,2.9627000999171287,2079,4,0,A,1.1862763001117855,1842,1,,A,12.344089999969585,2738,1.0,896,A,2.6679183000233024,1723,86,76,A,4.573214100004407,2481,1.0,639
38,Pedagogy Benchmark Luganda,"Nga kitundu ku somo eriyitibwa “Ekitangaala n’Endabirwamu ez’Ebika,” omusomesa alina okuteekateeka omulimu ogugoberera ekigendererwa kino: “Okwekenneenya engeri y’ekitangaala gye kifaanana ng’obuntu obutini okusobola okunnyonnyola ebikolwa by’ekitangaala, nga tutegeera nti ebifaananyi birina emigaso gyabyo ate era n’obunafu bwabyo.” Ku mirimu egiddwa wano wansi, mulimu ki ogugenda okusobozesa abayizi okukolera ku kigendererwa ekyo waggulu?
","Nga twekenneenya okukyama kw'omusana nga guyita mu katuli akatono n'engeri gye gukyusibwamu (polarization) nga guyita mu bipande bibiri ebikyusa omusana (polarizers), nga tukozesa endowooza nti omusana guba butoffaali butono (corpuscular model of light).
","Ng’okozesa omulingo gwa corpuscular ogw’ekitangaala, gerageranya endabika y’ekitangaala ekyejjulula mu ndabirwamu n’ekitangaala ekisaasaana mu busenge obubiri.
","Ng’okozesa omulingo gwa corpuscular ogw’ekitangaala, gerageranya engeri omutanga ogw’ekitangaala gye gukyusibwamu bwe guyita mu ndabirwamu n’engeri omutanga ogw’ekitangaala gye gwolesebwamu mu ndabirwamu.
","Gerageranya engeri ebifaananyi gye bikolebwamu mu ndabirwamu enkovu ne mu lenti enkovu ng’okozesa emisingi gy’ebyobusirikale bw’ekitangaala, okuyita mu ndowooza y’obutundutundu bw’ekitangaala.
",,,,B,Science,Teaching strategies,Secondary,2017,,C,1.0348012000322342,1977,2,,B,0.5545375999063253,1977,2,,A,31.034344699932262,4462,2708,2688,A,1.698565100086853,2693,620,,D,3.8367089999374,2350,282,,C,2.919232200132683,2215,4,0,C,1.3297158000059426,1968,1,,C,22.38659170002211,3670,1.0,1702,D,17.39174950000597,2275,521,511,C,9.190655099984724,3408,1.0,1440
39,Pedagogy Benchmark Luganda,"Omusomesa akolera wamu n'abayizi be ku nteekateeka y'ensi ey'omu makkati nga Ptolemy yagiteekawo era ayagala okukola omulimu ogugenda okubasobozesa okutegeera engeri enteekateeka ya Copernicus ey'enjuba ey'omu makkati gye yavanga mu kunenyeza enteekateeka y'ensi ey'omu makkati. Ku mirimu egiddwa wansi, gumu ku gujja kusobozesa omusomesa okutuukiriza ekigendererwa kino?
","Buuza abayizi okugeraageranya, nga bakozesa obufaananyi n’enjawulo, endagiriro za Ptolemy ne Copernicus okunyonyola Ensi Enjuba gy’etooloola.
","Laga abayizi olulimi olw'ekikugu olwa kompyuta olulaga engeri enjuba n'empewo eziri mu bwengula gye bitambula, okusinziira ku ndowooza y'ensi ng'eri wakati n'endowooza y'enjuba ng'eri wakati.
","Laga abayizi vidiyo eraga engeri enkulungo gyeyetoloolera emabega, balyoke bannyonnyole kyebalabye nga basinziira ku ndowooza y’ensi ng’eri wakati n’ey’enjuba ng’eri wakati mu nkola y’Ensiisira y’Enjuba.
","Mu byafaayo,gambawala abayizi ku makulu g'ekyo kye tuyita ""Enkyukakyuka ya Copernicus"", ekyava mu ndaba empya ya Ssemwanga eyafulumizibwa Copernicus.
",,,,C,Science,Teaching strategies,Secondary,2017,,A,1.698502500075847,1904,3,0.0,A,7.2560882000252604,1903,2,,A,6.403798800194636,2290,595,576,B,1.304419499821961,2282,274,,C,3.708501599961892,2326,320,,C,2.808927700156346,2155,4,0,A,1.1244510998949409,1894,1,,C,9.02698619995499,2456,1.0,562,A,2.9087543999776244,1778,83,73,C,3.2363776999991387,2310,1.0,416
40,Pedagogy Benchmark Luganda,"Ku mirimu egiddwa wammanga, kkiruwa ekkiriza abayizi okwekenneenya omusingi gw'okukuuma amasoboza ag'ekinnakyinnya mu ngeri ennungi?
","Ng’okozesa olubalama olwewunzise, weetegereze engeri akapiira bwe katambuliraako nga kaliringita.
","Nga ok пользуетесь sensa etuukirawo, kwata embiro omupiira gwe gukubira ettaka nga gugudde okuva ku mmeeza.
","Ng’okozesa akatimba aka U, akapiira ke katemera, weetegereze obuwanvu bwe katuuka waggulu okumala akabanga.
","Okuva mu kukoppa kompyuta okw’ekizungirizi ekitaliimu mpaka, tegeera amaanyi ag’ekinyetikka n’amaanyi ag’obusobozi ag’akamotoka akatambulira ku kyo.
",,,,C,Science,Teaching strategies,Secondary,2017,,C,3.471551999915391,1732,3,0.0,B,1.2836734999436883,1731,2,,A,10.75741730001755,2634,1108,1088,B,17.128459099913016,2338,512,,B,5.745723299914971,2276,452,,C,2.8318679998628795,1946,4,0,D,1.354673699941486,1722,1,,D,25.011869799986016,3699,1.0,1977,C,7.356032599986065,1716,190,180,C,13.363724199996796,3831,1.0,2109
